# Taxid	Sci.Name	Rank	Named Lineage	Taxid Lineage
1550091	Sphingobacteriaceae bacterium DW12	species	root,cellular organisms,Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,unclassified Sphingobacteriaceae,Sphingobacteriaceae bacterium DW12	1,131567,2,1783270,68336,976,117747,200666,84566,84568,1550091
1038858	Azorhizobium doebereinerae UFLA1-100	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Azorhizobium,Azorhizobium doebereinerae,Azorhizobium doebereinerae UFLA1-100	1,131567,2,1224,28211,356,335928,6,281091,1038858
1167637	Gillisia marina	species	root,cellular organisms,Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gillisia,Gillisia marina	1,131567,2,1783270,68336,976,117743,200644,49546,244698,1167637
637971	Lactobacillus koreensis	species	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus koreensis	1,131567,2,1783272,1239,91061,186826,33958,1578,637971
1683	Bifidobacterium angulatum	species	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium angulatum	1,131567,2,1783272,201174,1760,85004,31953,1678,1683
479430	Actinospica robiniae DSM 44927	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Catenulisporales,Actinospicaceae,Actinospica,Actinospica robiniae,Actinospica robiniae DSM 44927	1,131567,2,1783272,201174,1760,414714,414713,414715,304901,479430
1239307	Sodalis praecaptivus	species	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Sodalis,Sodalis praecaptivus	1,131567,2,1224,1236,91347,1903410,84565,1239307
145458	Rathayibacter toxicus	species	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Rathayibacter,Rathayibacter toxicus	1,131567,2,1783272,201174,1760,85006,85023,33886,145458
405440	Xylella fastidiosa M12	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xylella,Xylella fastidiosa,Xylella fastidiosa M12	1,131567,2,1224,1236,135614,32033,2370,2371,405440
294	Pseudomonas fluorescens	species	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fluorescens group,Pseudomonas fluorescens	1,131567,2,1224,1236,72274,135621,286,136843,294
1266765	Geobacter sp. OR-1	species	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,Geobacter sp. OR-1	1,131567,2,1224,68525,28221,69541,213422,28231,1266765
1160137	Nocardia sp. BMG111209	species	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,Nocardia sp. BMG111209	1,131567,2,1783272,201174,1760,85007,85025,1817,1160137
1528099	Lawsonella clevelandensis	species	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Corynebacteriales,unclassified Corynebacteriales,Lawsonella,Lawsonella clevelandensis	1,131567,2,1783272,201174,1760,85007,697024,1847725,1528099
931626	Acetobacterium woodii DSM 1030	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,Acetobacterium woodii,Acetobacterium woodii DSM 1030	1,131567,2,1783272,1239,186801,186802,186806,33951,33952,931626
1348635	Vibrio diazotrophicus NBRC 103148	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio diazotrophicus,Vibrio diazotrophicus NBRC 103148	1,131567,2,1224,1236,135623,641,662,685,1348635
1736394	Knoellia sp. Soil729	species	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Knoellia,Knoellia sp. Soil729	1,131567,2,1783272,201174,1760,85006,85021,136099,1736394
972	Halanaerobiaceae	family	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Clostridia,Halanaerobiales,Halanaerobiaceae	1,131567,2,1783272,1239,186801,53433,972
1300350	Sulfitobacter donghicola DSW-25 = KCTC 12864 = JCM 14565	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,Sulfitobacter donghicola,Sulfitobacter donghicola DSW-25 = KCTC 12864 = JCM 14565	1,131567,2,1224,28211,204455,31989,60136,421000,1300350
596151	Desulfovibrio fructosivorans JJ	no rank	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio fructosivorans,Desulfovibrio fructosivorans JJ	1,131567,2,1224,68525,28221,213115,194924,872,878,596151
1291379	Treponema pedis str. T A4	no rank	root,cellular organisms,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema pedis,Treponema pedis str. T A4	1,131567,2,203691,203692,136,137,157,409322,1291379
446469	Sanguibacter keddieii DSM 10542	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Micrococcales,Sanguibacteraceae,Sanguibacter,Sanguibacter keddieii,Sanguibacter keddieii DSM 10542	1,131567,2,1783272,201174,1760,85006,145360,60919,60920,446469
360095	Bartonella bacilliformis KC583	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,Bartonella bacilliformis,Bartonella bacilliformis KC583	1,131567,2,1224,28211,356,772,773,774,360095
1494608	Arthrobacter sp. PAMC 25486	species	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. PAMC 25486	1,131567,2,1783272,201174,1760,85006,1268,1663,1494608
31993	Methylocystaceae	family	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae	1,131567,2,1224,28211,356,31993
1423796	Lactobacillus rennini DSM 20253	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus rennini,Lactobacillus rennini DSM 20253	1,131567,2,1783272,1239,91061,186826,33958,1578,238013,1423796
47500	Aneurinibacillus migulanus	species	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Aneurinibacillus group,Aneurinibacillus,Aneurinibacillus migulanus	1,131567,2,1783272,1239,91061,1385,186822,85151,55079,47500
1068980	Amycolatopsis nigrescens CSC17Ta-90	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis nigrescens,Amycolatopsis nigrescens CSC17Ta-90	1,131567,2,1783272,201174,1760,85010,2070,1813,381445,1068980
1431546	Corynebacterium aquilae DSM 44791	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium aquilae,Corynebacterium aquilae DSM 44791	1,131567,2,1783272,201174,1760,85007,1653,1716,203263,1431546
60550	Burkholderia pyrrocinia	species	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cepacia complex,Burkholderia pyrrocinia	1,131567,2,1224,28216,80840,119060,32008,87882,60550
1434011	Komagataeibacter	genus	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Komagataeibacter	1,131567,2,1224,28211,204441,433,1434011
1187851	Rhodovulum sp. PH10	species	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodovulum,Rhodovulum sp. PH10	1,131567,2,1224,28211,204455,31989,34008,1187851
999550	Pseudophaeobacter arcticus DSM 23566	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudophaeobacter,Pseudophaeobacter arcticus,Pseudophaeobacter arcticus DSM 23566	1,131567,2,1224,28211,204455,31989,1541822,385492,999550
1649184	Streptomyces sp. CFMR 7	species	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. CFMR 7	1,131567,2,1783272,201174,1760,85011,2062,1883,1649184
12916	Acidovorax	genus	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax	1,131567,2,1224,28216,80840,80864,12916
203124	Trichodesmium erythraeum IMS101	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Cyanobacteria/Melainabacteria group,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Microcoleaceae,Trichodesmium,Trichodesmium erythraeum,Trichodesmium erythraeum IMS101	1,131567,2,1783272,1798711,1117,1301283,1150,1892252,1205,1206,203124
1236	Gammaproteobacteria	class	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria	1,131567,2,1224,1236
1444314	Paenibacillus ehimensis A2	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus ehimensis,Paenibacillus ehimensis A2	1,131567,2,1783272,1239,91061,1385,186822,44249,79264,1444314
1142	Synechocystis	genus	root,cellular organisms,Bacteria,Terrabacteria group,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Merismopediaceae,Synechocystis	1,131567,2,1783272,1798711,1117,1890424,1890428,1142
28209	Chelatococcus	genus	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Chelatococcaceae,Chelatococcus	1,131567,2,1224,28211,356,2036754,28209
1795630	Frondihabitans sp. PAMC 28766	species	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Frondihabitans,Frondihabitans sp. PAMC 28766	1,131567,2,1783272,201174,1760,85006,85023,447237,1795630
1485545	Ghiorsea bivora	species	root,cellular organisms,Bacteria,Proteobacteria,Zetaproteobacteria,Ghiorsea,Ghiorsea bivora	1,131567,2,1224,580370,2045304,1485545
706434	Megasphaera micronuciformis F0359	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,Megasphaera micronuciformis F0359	1,131567,2,1783272,1239,909932,1843489,31977,906,187326,706434
694427	Paludibacter propionicigenes WB4	no rank	root,cellular organisms,Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,Paludibacter propionicigenes,Paludibacter propionicigenes WB4	1,131567,2,1783270,68336,976,200643,171549,2005523,346096,185300,694427
1619313	Erwinia gerundensis	species	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwinia gerundensis	1,131567,2,1224,1236,91347,1903409,551,1619313
1590651	Paenibacillus sp. VKM B-2647	species	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sp. VKM B-2647	1,131567,2,1783272,1239,91061,1385,186822,44249,1590651
1706375	Spongiibacteraceae	family	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae	1,131567,2,1224,1236,1706369,1706375
1758689	Serinicoccus sp. JLT9	species	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Serinicoccus,Serinicoccus sp. JLT9	1,131567,2,1783272,201174,1760,85006,85021,265976,1758689
714315	Leptotrichia goodfellowii DSM 19756	no rank	root,cellular organisms,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia goodfellowii,Leptotrichia goodfellowii DSM 19756	1,131567,2,32066,203490,203491,1129771,32067,157692,714315
1127134	Nocardia cyriacigeorgica GUH-2	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,Nocardia cyriacigeorgica,Nocardia cyriacigeorgica GUH-2	1,131567,2,1783272,201174,1760,85007,85025,1817,135487,1127134
1449336	Carnobacterium divergens DSM 20623	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,Carnobacterium divergens,Carnobacterium divergens DSM 20623	1,131567,2,1783272,1239,91061,186826,186828,2747,2748,1449336
441	Gluconobacter	genus	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconobacter	1,131567,2,1224,28211,204441,433,441
93064	Sphingomonas koreensis	species	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas koreensis	1,131567,2,1224,28211,204457,41297,13687,93064
1111068	Geobacillus thermoleovorans CCB_US3_UF5	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus thermoleovorans group,Geobacillus thermoleovorans,Geobacillus thermoleovorans CCB_US3_UF5	1,131567,2,1783272,1239,91061,1385,186817,129337,1505648,33941,1111068
420998	Jannaschia donghaensis	species	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Jannaschia,Jannaschia donghaensis	1,131567,2,1224,28211,204455,31989,188905,420998
37924	Thermocrispum	genus	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Thermocrispum	1,131567,2,1783272,201174,1760,85010,2070,37924
935938	Bacillus ginsengihumi J57	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus ginsengihumi,Bacillus ginsengihumi J57	1,131567,2,1783272,1239,91061,1385,186817,1386,363870,935938
375288	Parabacteroides	genus	root,cellular organisms,Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides	1,131567,2,1783270,68336,976,200643,171549,2005525,375288
1121953	Hymenobacter aerophilus DSM 13606	no rank	root,cellular organisms,Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter,Hymenobacter aerophilus,Hymenobacter aerophilus DSM 13606	1,131567,2,1783270,68336,976,768503,768507,1853232,89966,119644,1121953
1156431	Streptococcus sp. I-G2	species	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp. I-G2	1,131567,2,1783272,1239,91061,186826,1300,1301,1156431
485917	Pedobacter heparinus DSM 2366	no rank	root,cellular organisms,Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter heparinus,Pedobacter heparinus DSM 2366	1,131567,2,1783270,68336,976,117747,200666,84566,84567,984,485917
667015	Bacteroides salanitronis DSM 18170	no rank	root,cellular organisms,Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides salanitronis,Bacteroides salanitronis DSM 18170	1,131567,2,1783270,68336,976,200643,171549,815,816,376805,667015
1120652	Ensifer sp. LC163	species	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium/Ensifer group,Ensifer,Ensifer sp. LC163	1,131567,2,1224,28211,356,82115,227292,106591,1120652
1762962	Mycobacterium sp. M26	species	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. M26	1,131567,2,1783272,201174,1760,85007,1762,1763,1762962
533247	Raphidiopsis brookii D9	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Cyanobacteria/Melainabacteria group,Cyanobacteria,Nostocales,Aphanizomenonaceae,Raphidiopsis,Raphidiopsis brookii,Raphidiopsis brookii D9	1,131567,2,1783272,1798711,1117,1161,1892259,244599,668331,533247
1150591	Mycobacterium xenopi RIVM700367	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium xenopi,Mycobacterium xenopi RIVM700367	1,131567,2,1783272,201174,1760,85007,1762,1763,1789,1150591
246875	Algoriphagus	genus	root,cellular organisms,Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Algoriphagus	1,131567,2,1783270,68336,976,768503,768507,563798,246875
876478	Tepidiphilus thermophilus	species	root,cellular organisms,Bacteria,Proteobacteria,Hydrogenophilalia,Hydrogenophilales,Hydrogenophilaceae,Tepidiphilus,Tepidiphilus thermophilus	1,131567,2,1224,2008785,119069,206349,203470,876478
240427	Lactobacillus paracollinoides	species	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus paracollinoides	1,131567,2,1783272,1239,91061,186826,33958,1578,240427
1225786	Dickeya solani IPO 2222	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya,Dickeya solani,Dickeya solani IPO 2222	1,131567,2,1224,1236,91347,1903410,204037,1089444,1225786
1302863	Streptococcus cristatus AS 1.3089	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus cristatus,Streptococcus cristatus AS 1.3089	1,131567,2,1783272,1239,91061,186826,1300,1301,45634,1302863
1519494	Nocardiopsis sp. NRRL B-16309	species	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Nocardiopsis,Nocardiopsis sp. NRRL B-16309	1,131567,2,1783272,201174,1760,85012,83676,2013,1519494
1336234	Atopobacter phocae ATCC BAA-285	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Atopobacter,Atopobacter phocae,Atopobacter phocae ATCC BAA-285	1,131567,2,1783272,1239,91061,186826,186828,136491,136492,1336234
1006000	Kluyvera ascorbata ATCC 33433	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kluyvera,Kluyvera ascorbata,Kluyvera ascorbata ATCC 33433	1,131567,2,1224,1236,91347,543,579,51288,1006000
1122619	Oligella ureolytica DSM 18253	no rank	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Oligella,Oligella ureolytica,Oligella ureolytica DSM 18253	1,131567,2,1224,28216,80840,506,90243,90244,1122619
